Geneid	Crtl_0h_R2	Crtl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3	Emp_CpG_6h_R1	Emp_CpG_6h_R2	Emp_Uns_R1	Emp_Uns_R2	NCoR1_CpG_6h_R1	NCoR1_CpG_6h_R2	NCoR1_Uns_R1	NCoR1_Uns_R2
Pes1	4281	3934	3228	3420	3071	3270	4269	5550	4425	4672	5111	4077	4420	5713	7200	5967	3672	2543	11191	6401
Gal3st1	1	3	0	0	0	0	52	59	5	9	23	22	6	22	39	43	2	0	32	15
Sec14l4	4	0	0	0	1	1	0	0	0	0	0	0	3	0	2	2	0	0	2	1
Sec14l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtfp1	45	38	12	14	12	18	42	44	13	12	21	15	21	41	73	57	14	8	38	42
Sec14l2	35	37	18	26	26	34	12	15	14	14	24	21	89	72	192	109	148	93	192	105
Rnf215	247	358	186	204	367	422	324	397	245	269	395	345	580	416	518	246	1237	534	626	291
Mir3060	4	10	5	5	4	4	7	3	4	5	14	6	0	0	11	0	6	2	10	0
Ccdc157	53	73	35	51	75	101	64	73	36	51	59	64	147	67	131	42	137	49	105	30
Sf3a1	3633	3743	1949	2285	2896	3585	2774	3271	2324	2284	3413	2848	4764	7797	6966	5412	4832	3802	6983	3929
Tbc1d10a	475	404	581	685	666	974	509	572	1043	1066	798	830	1892	1716	757	465	3655	1772	783	423
Gatsl3	42	44	23	26	40	37	26	31	21	17	19	15	107	115	73	75	270	169	174	80
Osm	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
Lif	79	72	85	124	19	25	196	190	88	92	141	104	30	39	147	89	56	32	237	108
Hormad2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr3	1661	1636	583	631	1002	1096	1680	1983	812	653	1469	1247	1467	1232	2544	1343	1642	1121	3180	1636
Gm11961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascc2	720	758	587	660	572	591	777	904	793	862	864	762	1037	1066	1663	1085	1217	637	2188	1097
Uqcr10	909	824	822	908	789	1186	852	1032	1160	1212	1353	1380	2987	4109	2807	2760	3658	1989	3188	2106
Zmat5	159	147	129	155	100	111	208	226	193	202	163	139	227	276	447	335	219	141	337	245
Cabp7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nf2	1236	1417	803	1014	896	1024	1229	1614	1035	1059	1107	1029	1263	1204	2405	1166	1372	864	2956	1530
Nipsnap1	296	306	189	231	123	112	116	175	87	117	61	45	131	157	464	402	47	37	208	170
Mir6918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc5	1089	1050	746	881	870	936	853	1132	800	907	1238	942	1418	1649	2210	1340	1220	896	1976	1110
AA413626	1	1	1	1	1	3	1	1	1	1	6	5	1	0	1	0	2	1	1	0
Nefh	1286	1408	598	921	420	432	214	354	136	175	177	194	309	279	1890	540	80	66	624	309
Ap1b1	3142	3068	1520	2127	1751	1973	2548	3600	1622	2164	2037	1635	2647	2853	6524	4229	2080	1189	5771	3244
Gas2l1	583	528	333	390	446	567	318	449	236	302	402	434	520	490	858	549	991	458	1216	695
Rasl10a	2	3	3	2	1	0	0	0	0	1	0	1	2	0	2	0	1	1	1	0
Ewsr1	4354	5225	3961	5342	4374	5095	4826	5566	5652	6091	5742	5111	7272	8550	9693	6264	9806	6630	12112	6528
Rhbdd3	81	149	57	87	146	150	114	144	87	100	131	96	205	88	193	95	259	112	312	114
Emid1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kremen1	59	88	58	46	48	44	61	100	59	52	55	49	68	88	96	59	473	263	319	192
Mir3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znrf3	23	29	24	22	10	11	51	45	50	44	28	36	14	21	26	16	86	47	119	48
Xbp1	2190	2206	1155	1444	648	731	2905	3420	1600	1860	1035	912	853	1236	3747	3503	2247	1956	5656	4085
Ccdc117	559	672	280	401	549	474	557	646	435	448	696	508	829	1161	1117	775	774	588	1297	764
Ankrd36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps24	430	447	297	354	287	316	399	605	427	442	435	378	519	655	845	754	651	381	1034	739
Urgcp	406	367	321	386	351	350	440	533	446	493	554	596	816	1021	783	606	718	486	418	250
2210015D19Rik	71	93	51	70	100	91	111	99	76	80	140	130	147	183	121	104	191	129	132	95
Dbnl	3693	3686	2061	2702	2117	2532	4252	5269	2978	3464	4309	4061	5102	5661	8355	6014	9481	5840	8072	5572
Pgam2	49	37	9	21	12	17	72	62	18	24	19	21	15	11	50	32	39	11	35	15
Polm	16	24	12	5	19	21	29	35	21	17	14	13	15	11	57	26	27	12	53	29
Aebp1	4	3	3	0	6	6	3	0	3	5	2	9	16	15	5	1	15	13	1	0
Pold2	1083	1131	837	1066	914	1250	956	1274	1126	1185	1026	1184	1877	2289	2532	2195	1983	1048	2424	1732
Myl7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gck	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0
Ykt6	1392	1392	1018	1192	1324	1421	1663	2010	1585	1631	1967	1654	2452	2822	2889	1912	3345	2076	3678	2310
Camk2b	9	3	4	5	10	7	3	3	3	5	8	9	14	15	31	24	13	12	9	12
Nudcd3	1122	1190	640	797	609	624	1503	1946	1068	1227	1491	1316	1283	1879	2362	2176	1548	1305	2677	1863
Rps15a-ps6	24	26	32	29	35	16	31	24	27	28	33	11	61	90	36	66	75	49	40	57
Npc1l1	0	1	0	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0
Ddx56	1207	1227	1094	1250	1736	1934	1026	1379	1482	1517	2202	1996	2493	3057	1536	1248	2131	1400	2098	1445
Tmed4	543	605	330	317	440	476	592	699	401	377	502	451	733	825	1450	1116	931	634	1778	1061
Ogdh	3155	2805	2407	2415	3029	3100	2362	2904	2547	2741	3414	3031	4617	6325	5350	4338	4019	2957	5392	3421
Zmiz2	3863	3169	3161	3479	2567	3862	2927	3473	3822	3960	3442	3763	4880	4617	6214	2668	5138	2952	7041	3215
Mir7651	1	2	0	4	2	2	4	4	5	3	4	3	1	0	2	0	1	1	9	0
Ppia	20999	20869	18205	21656	15583	17786	21629	24671	25276	25779	23333	19880	9941	19143	18978	20003	12499	12152	20825	15565
H2afv	661	548	473	558	322	386	941	1064	1001	967	451	432	802	1026	2040	1851	655	466	1581	1164
Purb	5680	6437	6305	7321	5951	5356	8146	9525	9250	9698	8328	6533	7378	13009	11664	9539	9481	12471	16635	11454
Myo1g	3999	4314	9852	10517	9908	12001	3761	4573	15050	15106	7494	7400	23525	21887	7392	4717	35726	18350	6996	3768
Gm11974	130	218	309	540	402	505	172	209	612	595	526	525	641	709	203	49	973	637	247	137
Ccm2	1179	1014	926	937	715	826	1175	1276	1201	1163	972	867	1267	1329	2402	1542	2143	1241	2960	1577
Nacad	23	24	12	21	9	15	21	26	15	18	12	9	9	15	21	15	19	4	44	16
Tbrg4	1726	1694	1433	1650	1523	1650	1501	1811	1777	1822	2331	2121	2633	2571	2462	1439	2693	1464	2947	1545
Snora5c	9	9	9	17	9	14	11	10	17	16	13	14	11	8	10	9	26	9	28	14
Wap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ramp3	8	1	44	51	6	6	0	6	8	9	3	3	6	12	3	2	28	1	5	0
Gm11981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tns3	2577	2168	2834	1828	3938	4453	2440	3090	2097	2205	3696	3784	3882	3937	4269	2251	5678	4021	5299	2843
Hus1	577	617	431	437	554	562	608	747	654	556	1006	866	793	1075	935	592	695	623	912	492
Sun3	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
Gm11992	6	7	1	1	2	1	10	19	0	2	8	6	2	3	9	2	1	1	5	7
Upp1	4	4	8	7	41	69	14	14	16	17	397	369	88	180	2	1	214	149	7	7
Abca13	9	11	4	4	4	9	39	63	19	20	10	7	10	20	15	22	6	6	15	23
Vwc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zpbp	18	20	12	19	19	12	23	37	20	20	25	25	25	36	28	25	35	13	42	30
4930415F15Rik	1	4	3	2	3	0	11	6	11	5	10	3	5	4	1	2	0	3	1	0
4930512M02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0
Ikzf1	3899	3776	3670	3145	4812	5711	3048	3698	2755	2380	4600	3982	5687	6989	7020	3836	7176	5730	7467	3591
Fignl1	1422	1476	1008	1105	1353	1252	1698	1968	1655	1661	1643	1357	1793	2598	3088	2163	1611	1399	2987	1511
Ddc	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	2	0
1700042O10Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cobl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930554G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pom121l12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vstm2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec61g	961	986	844	975	721	862	1007	1187	1226	1366	1090	884	1488	2720	3680	3518	1933	2280	4328	2799
Egfr	1	0	0	1	0	0	208	254	76	121	19	16	1	0	9	8	25	14	170	82
Eldr	25	59	13	24	12	9	51	52	23	29	25	18	15	18	105	45	17	13	98	41
Fbxo48	71	154	42	62	68	57	137	153	62	79	80	67	47	46	185	58	57	42	196	99
Plek	9066	8562	11846	14646	9113	6340	9423	10794	16911	18344	6138	4035	4795	7667	12787	9977	15759	17547	17421	10896
Cnrip1	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0
Ppp3r1	3406	3559	1582	2022	1995	1369	3779	4386	1737	1769	2305	1645	1683	2714	5968	4459	2333	2521	8574	5040
Pno1	1275	1326	1115	1261	1546	1385	1286	1519	1795	1652	2353	1817	1874	3065	1957	1751	2019	1817	3163	2067
Wdr92	304	347	149	169	232	188	377	448	188	173	363	260	344	583	565	677	285	281	552	395
C1d	692	775	412	560	615	451	1129	1330	806	832	937	659	714	1069	1455	1332	702	596	1789	1296
Etaa1	517	672	309	392	449	372	554	677	332	422	430	365	606	606	1133	661	647	578	1181	679
Etaa1os	4	2	6	3	6	4	3	2	2	3	4	4	6	2	10	2	7	8	1	5
Gm12018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis1	69	72	9	23	23	33	41	63	12	13	17	13	26	29	116	55	42	28	294	156
4933406G16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred2	494	522	145	161	139	162	362	440	100	97	105	83	76	93	769	393	184	110	1353	673
Actr2	20394	21565	13880	17207	16100	13329	25176	29817	22122	23419	27691	20836	19788	32968	36327	26939	30393	29733	45284	31077
Rab1	2518	2519	1819	2222	2701	2365	3593	4269	3568	3669	4138	3103	3765	5656	5824	4588	5762	5613	9355	5594
Cep68	626	692	349	364	385	396	449	592	300	266	446	382	406	388	1111	616	490	365	1317	637
Slc1a4	128	107	57	65	75	67	526	640	209	308	457	334	67	93	202	162	435	375	303	178
Sertad2	850	935	1029	1569	741	664	938	1126	1949	2720	803	656	703	904	1554	882	1302	1058	1985	1043
Aftph	2335	2598	2488	3105	3147	3321	2924	3509	4037	4395	4718	3859	4192	4376	3571	1790	7546	6079	5104	2769
Lgalsl	178	202	127	132	109	119	167	224	185	156	134	116	206	300	679	408	194	173	429	264
Peli1	1906	1594	4789	3507	6027	5592	2077	2433	6885	5879	7145	5987	6891	9347	2860	1789	11009	9541	3599	2083
Vps54	941	1046	1259	1386	1777	1305	1296	1588	2639	2575	2540	1826	2024	1554	1898	554	6335	4994	3399	1537
Ugp2	1099	1301	978	1058	1078	770	2020	2498	2169	2109	1788	1321	1101	1794	2462	1838	1622	1825	3859	2217
Mir1933	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4932414J04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1	3021	2827	2475	2636	1755	1716	3327	4419	3636	3953	2332	1742	2812	3853	5574	4859	3455	2743	6621	4727
Wdpcp	15	17	9	10	6	10	34	33	20	34	25	17	13	13	22	23	12	5	11	7
Otx1	9	8	4	7	2	5	0	0	0	1	0	0	1	0	0	2	1	0	0	0
Ehbp1	63	110	24	59	56	40	73	138	45	72	60	44	43	36	137	62	65	41	180	80
Tmem17	0	0	0	0	0	0	1	1	1	0	1	4	1	1	3	1	9	4	9	5
B3gnt2	528	516	754	713	385	369	431	594	1199	988	632	588	972	1331	645	534	2018	1578	1240	686
Commd1	640	659	502	584	352	393	650	796	780	789	687	515	693	991	1237	1387	782	762	1508	1143
Zrsr1	77	85	38	35	73	70	37	46	22	22	39	28	69	79	228	115	110	63	275	161
Cct4	6449	6715	5062	6281	6323	5719	6395	7431	6870	7129	8007	5860	8060	11503	9469	8100	8518	6955	13303	7620
Fam161a	28	56	14	17	27	30	123	183	44	50	57	50	66	86	170	143	152	107	518	252
1700061J23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpo1	5890	8062	3428	4814	6160	4307	6551	7446	4118	4304	5397	3850	5549	6373	10122	4973	5355	5448	11807	5800
Usp34	3909	4817	3142	3577	3435	3070	4455	5308	4321	4372	4712	3672	3410	3168	5028	2126	3513	2971	6607	3347
Ahsa2	176	236	171	209	236	171	186	220	171	211	206	186	313	237	403	179	414	240	534	288
1700093K21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12060	0	0	0	0	0	1	0	1	1	1	0	0	2	0	1	0	1	0	0	0
0610010F05Rik	434	525	321	408	354	302	637	735	525	516	465	420	456	474	888	393	398	393	769	360
Pex13	318	379	423	462	460	411	367	469	628	621	539	419	638	790	677	468	539	507	729	441
Pus10	621	757	470	546	733	606	590	730	657	596	833	627	747	873	944	473	655	503	1006	579
Rel	438	537	3269	4132	2107	2159	620	720	4865	5716	2415	2472	3737	5072	593	437	3222	3003	832	522
Papolg	354	356	399	469	391	308	371	466	548	522	460	350	584	632	637	330	369	319	656	339
Bcl11a	8	9	7	2	60	98	0	4	0	2	2	2	9	17	2	0	61	112	1	1
4933430M04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933427E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5730522E02Rik	5	11	3	10	6	8	9	9	12	17	18	13	6	11	9	6	9	4	6	4
Mir6372	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Fancl	446	480	358	402	292	294	590	740	633	673	501	434	503	628	930	622	451	365	883	629
Vrk2	954	869	580	550	807	655	1380	1548	1030	896	1451	1126	922	1387	1949	1441	894	793	2339	1636
Gm12070	81	74	56	62	52	60	31	37	36	51	44	34	141	131	17	23	163	95	29	29
Ccdc85a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810471M01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir216b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir216c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir216a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efemp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnpt1	724	953	440	561	1320	981	792	854	693	511	2338	1541	1119	1121	1373	552	2462	1821	1218	608
Smek2	2899	3540	1972	2845	3054	2482	3357	3813	3257	3579	3835	2720	2922	3359	4108	2136	3251	3021	5511	3010
Cfap36	372	406	262	285	294	246	448	487	368	399	336	219	323	411	709	440	331	310	834	491
Ccdc88a	2617	3555	1673	2011	1356	1196	4045	4715	2929	3289	2506	1817	1281	1287	4676	2425	1005	1095	5836	3427
Prorsd1	193	206	118	131	226	186	211	232	117	124	225	168	315	576	388	556	152	218	421	359
Mtif2	431	616	283	303	475	382	588	701	379	342	619	400	498	477	977	480	434	288	1029	463
Rps27a	6366	11193	5644	10990	5510	6194	4978	8358	6423	9226	6436	5277	7330	12753	10112	10549	7887	6915	12330	8863
Clhc1	3	2	1	0	2	0	1	2	1	0	2	0	2	1	2	1	0	1	2	1
Rtn4	4588	5010	3773	4712	2494	2337	6097	7889	7236	8151	3682	2975	3159	3710	9415	7006	4993	3769	12943	8285
Eml6	82	132	49	93	54	52	153	251	107	174	94	89	116	82	226	87	132	61	213	101
4931440F15Rik	0	2	0	1	2	2	3	2	1	1	1	2	1	2	0	0	7	1	3	4
Sptbn1	692	646	224	262	223	202	89	89	25	36	22	18	221	177	987	450	587	405	2491	1158
4930505A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acyp2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
Psme4	2686	2776	1657	2130	1883	1421	2404	2845	1819	2055	2255	1646	1612	1934	3497	2440	1778	1618	4266	2685
Gpr75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Erlec1	335	351	210	291	250	217	301	366	255	255	219	145	275	304	671	420	248	222	779	474
Asb3	249	288	142	144	227	174	347	370	201	213	255	185	271	408	472	385	225	201	518	302
Chac2	0	0	0	1	0	0	13	18	10	11	32	29	3	4	0	0	4	1	10	4
Stc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bod1	155	163	141	209	162	177	180	229	212	248	211	198	333	323	297	235	486	301	428	258
D630024D03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb4	666	790	770	973	2182	1725	983	1232	2005	2326	1771	1411	1346	1591	1414	593	3611	3469	1787	825
4930524B15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il9r	0	2	0	0	1	2	0	1	0	0	0	0	0	3	0	1	2	1	0	0
Snrnp25	415	305	312	349	251	278	401	452	420	447	332	296	386	474	644	750	453	237	704	550
Rhbdf1	23	36	92	77	79	79	20	32	515	492	239	271	619	348	123	43	874	252	101	43
Mpg	141	168	103	96	101	103	164	228	148	137	145	140	162	215	406	352	216	97	435	285
Nprl3	239	283	173	202	255	290	303	327	248	186	397	342	482	410	479	260	394	245	440	211
Hba-x	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hba-a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hba-a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbq1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbq1a	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	4	0	1	6	1
Sh3pxd2b	4705	4191	4437	4282	3992	5328	5020	6138	6102	6115	3522	3280	3723	5608	7401	4235	9578	7845	13115	7076
Ubtd2	574	538	717	733	868	718	550	699	1189	1194	733	605	1440	1987	811	730	1624	1705	923	592
Efcab9	3	6	4	0	0	3	3	2	3	1	0	6	4	5	12	10	0	1	7	5
Stk10	1636	1420	1307	1194	1418	1669	1416	1744	1621	1411	648	575	2566	2216	3157	1490	2805	1743	3666	1966
Fbxw11	1687	1652	2653	4076	2806	2514	1450	1797	4174	5684	2638	2242	4388	5325	2637	1534	9445	7102	3115	1679
Smim23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf18	0	1	0	1	2	0	0	0	1	1	1	1	6	5	1	0	2	3	1	0
Npm1	21630	25630	19629	25645	22692	20844	16911	19225	20617	21407	25099	17270	20575	30234	30914	25638	17211	17241	40144	21956
Tlx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp17	0	0	0	0	0	0	5	4	2	1	1	2	0	0	0	0	1	0	3	3
Gabrp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnmb1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
Lcp2	2266	2014	2282	2758	2473	2378	2242	2691	3529	3767	2743	2115	1047	1302	4633	2740	4325	2984	6336	4081
Foxi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock2	5197	5693	3467	4673	2472	2760	5693	7518	5329	6226	2405	2167	2607	2686	10655	5127	1594	1022	7985	4525
Fam196b	2	4	0	6	5	0	7	2	1	5	5	2	1	2	5	1	0	0	10	0
Spdl1	903	914	434	514	776	663	1087	1083	654	669	966	628	1087	1064	1670	937	1074	728	1843	930
Slit3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Mir218-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pank3	3802	4114	2575	3137	4366	3356	4966	6055	5067	5210	4888	4175	2412	3514	4703	2875	3391	3450	7225	3614
Mir103-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbll1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rars	2883	3020	2293	2697	2943	2648	2868	3299	3177	3171	4838	3409	2840	4409	5077	4024	3634	3384	6445	3550
Wwc1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tenm2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Gm12128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930553C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mat2b	810	912	353	367	472	396	1278	1442	567	560	836	616	690	896	1727	1218	613	524	2325	1374
Hmmr	1667	1993	834	1106	1520	1212	2602	2532	1741	1667	2163	1288	1659	1512	2449	1315	1359	970	3581	1631
Nudcd2	1283	1344	909	1053	1336	1081	1219	1375	1084	1114	1683	1136	1483	2506	1596	2019	1167	1022	2376	1945
Ccng1	2496	2415	1483	1715	1320	1055	2287	2858	1694	1835	1960	1366	1212	1683	3475	2601	1202	1177	5358	2538
Gabrg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabra1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabra6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabrb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp10b	5	2	2	2	1	0	19	20	12	13	9	6	0	8	13	16	17	9	21	10
Mir146	1	0	3	7	1	3	0	0	9	7	5	3	2	2	0	0	1	1	0	0
Pttg1	478	302	430	340	801	765	277	336	546	396	1896	1606	1489	2356	512	396	3138	2694	517	341
Slu7	1356	1317	1053	1072	1233	1115	1525	1921	1613	1646	1885	1484	1847	2802	2770	2078	2133	2212	2994	1859
C1qtnf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnjl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pwwp2a	380	565	308	526	380	334	675	767	769	807	680	515	530	411	823	349	752	425	1008	444
Ttc1	640	618	514	644	744	659	669	761	970	919	1197	815	944	1263	995	703	1138	944	1132	638
Adra1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Il12b	6	1	10240	7400	4474	4309	6	14	87360	87166	31841	25818	91220	122536	6	4	397172	392038	29	17
Ublcp1	348	338	198	234	294	221	486	648	453	490	638	494	344	406	973	562	428	336	1063	551
Rnf145	1907	2123	1203	1193	1077	1061	2071	2568	2048	2150	1800	1695	1873	1782	5396	2740	2379	1295	7641	3746
4930597A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ebf1	7	21	5	9	12	6	13	22	7	12	11	11	10	8	27	7	2	3	22	8
Gm12159	221	292	179	226	66	82	354	438	284	342	151	112	104	157	491	437	57	66	489	232
F630206G17Rik	0	2	0	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	2	1
Clint1	3323	3124	3304	3494	2558	2564	4330	5032	5638	6414	4312	3754	3180	4028	5894	3576	4736	3439	7263	4101
Lsm11	292	327	185	211	165	198	332	411	225	241	198	155	216	331	465	417	264	147	626	340
Thg1l	403	406	254	295	241	296	310	374	271	325	403	322	411	619	644	602	372	324	815	560
Sox30	1	2	0	0	2	1	3	2	4	0	5	5	3	5	5	1	1	2	7	2
Adam19	5562	5437	4406	3651	4330	4642	4802	6020	4397	3539	5763	5709	14780	14482	10445	4930	10007	5292	9834	4915
Mir8100	0	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0
Nipal4	0	1	0	0	0	0	1	0	0	0	0	2	1	2	0	0	2	0	0	0
Mir7239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyfip2	4623	4645	2013	2745	273	357	6830	8430	3270	4387	1438	1111	533	947	11616	6150	687	569	12479	6909
Mir6989	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Fndc9	75	108	42	67	9	16	105	114	68	77	43	27	20	27	177	53	22	6	154	62
Itk	8	16	0	1	1	3	5	21	4	6	23	14	3	10	29	13	19	10	33	19
Fam71b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med7	391	455	795	735	203	192	800	844	1563	1307	789	561	441	556	1307	704	743	672	1570	689
Havcr2	281	337	564	715	26	26	962	1083	1353	1195	545	399	238	442	1038	637	596	452	3433	1659
Gm12169	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm12171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
