Geneid	Ctrl_0h_R2	Ctrl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3
Klhl29	0	1	0	0	1	1	0	0	0	0	1	1
2810032G03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Apob	0	1	0	0	0	0	0	0	0	0	0	0
Ldah	981	1085	505	652	757	806	1018	1256	743	795	1095	892
Gdf7	0	0	0	0	0	0	0	0	0	0	0	0
Hs1bp3	150	165	26	36	78	115	40	72	9	7	15	20
Rhob	76	39	86	58	67	62	84	84	116	136	56	69
Slc7a15	0	0	0	0	0	0	0	0	0	0	0	0
Pum2	8685	10354	5301	6923	6176	5484	9331	11389	7768	8417	7474	5731
Sdc1	2	2	7	5	1	0	0	3	2	1	2	2
Laptm4a	2184	2277	1747	1884	2326	2084	2647	3308	3045	3008	4252	3148
Matn3	0	0	0	0	0	0	0	0	0	0	0	0
Wdr35	1	5	0	2	2	2	1	3	0	2	2	1
Ttc32	69	71	21	38	59	54	41	31	16	24	37	32
1700022H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Osr1	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c1b	1	0	0	0	0	0	0	0	0	0	0	0
Rdh14	125	144	97	92	155	124	163	178	105	99	169	142
Gm38407	0	0	0	0	0	0	0	0	0	0	0	0
7420701I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Kcns3	0	0	0	0	0	0	1	0	0	0	0	0
9530020I12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Msgn1	0	0	0	0	0	0	0	0	0	0	0	0
Gen1	678	856	650	547	696	675	867	871	743	640	826	651
Smc6	4257	5388	2947	3660	3028	2689	4982	5805	3939	3900	3387	2558
Mir7675	3	3	2	0	0	0	2	1	1	1	1	2
Vsnl1	0	0	0	0	0	0	0	0	0	0	0	0
4930511A02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rad51ap2	0	0	0	0	0	0	0	0	0	0	0	0
Tubb2a-ps2	1	0	1	1	1	0	1	0	0	0	0	1
Fam49a	428	467	1201	1077	3537	3841	254	408	1923	1302	2920	2866
4921511I17Rik	0	0	3	3	8	5	0	0	4	5	6	2
Mycn	0	0	0	1	0	0	1	0	0	0	0	0
Ddx1	3159	3248	2955	3277	3052	2861	480	582	686	706	848	617
Nbas	1163	1224	781	986	653	741	810	1033	759	844	933	819
Fam84a	0	0	0	0	0	0	0	2	2	0	0	0
Gm16497	0	0	0	0	0	0	0	0	0	0	0	0
4930448C13Rik	0	0	0	0	0	0	0	0	0	0	0	0
Trib2	0	3	1	0	0	0	29	25	1	0	1	0
Mir6387	0	0	0	0	0	0	0	0	0	0	0	0
Lpin1	636	617	146	298	217	207	984	1048	184	307	329	316
Ntsr2	0	0	0	0	0	0	0	0	0	0	0	0
Greb1	1	2	0	1	0	0	0	0	0	1	1	0
E2f6	479	653	213	297	312	323	731	869	419	412	523	454
Rock2	3396	4107	3080	3784	2448	2161	3471	3868	4098	3871	2478	1707
Pqlc3	357	385	146	223	131	107	373	389	172	209	99	63
2410004P03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Kcnf1	0	0	0	1	0	0	0	0	0	0	0	0
Pdia6	10826	11259	8586	10620	4799	6415	6082	9215	6759	8796	3633	3463
Atp6v1c2	1	7	2	0	2	3	2	4	1	2	1	0
Nol10	1742	1841	1436	1615	1551	1431	1348	1530	1581	1510	1893	1523
Mir3066	0	0	0	0	0	0	0	1	0	0	0	0
Odc1	7438	6721	7933	8181	9057	7657	3460	4163	6128	6089	6126	4645
Hpcal1	2383	2156	1060	1015	3656	3643	2495	3371	1032	1065	2082	1837
5730507C01Rik	0	0	0	0	0	0	1	1	5	8	3	1
1700030C10Rik	0	0	0	0	0	0	0	4	0	1	5	2
Asap2	1203	1214	756	719	312	385	893	1213	474	498	273	257
Itgb1bp1	975	843	671	716	508	561	657	824	507	518	548	448
Cpsf3	3140	3348	2131	2519	1880	1945	2705	3366	2120	2414	2660	2049
Iah1	513	439	452	457	363	364	427	530	496	519	451	353
Adam17	2489	2442	3852	3757	3037	3293	1840	2330	4014	4196	2943	2553
Ywhaq	4425	4226	3983	4747	3685	3413	4619	5543	5098	5187	4176	2979
2410018L13Rik	0	0	0	0	2	1	0	0	0	1	0	1
9030624G23Rik	0	0	0	0	0	0	0	0	1	0	0	0
Taf1b	312	367	213	271	241	203	387	463	353	312	355	264
Grhl1	102	160	1437	1777	391	679	104	148	2205	2599	740	788
Klf11	90	127	83	119	99	89	114	187	141	215	48	58
Cys1	0	0	0	0	0	0	0	0	0	0	0	0
Rrm2	8963	11042	5874	8747	6371	6546	6546	8244	4482	6120	3922	3860
Mboat2	0	0	0	0	0	0	0	0	2	1	0	0
Kidins220	3352	3380	1987	2247	1792	1979	3820	4468	2918	2803	2145	1787
Id2	16173	18253	8094	13411	3182	3938	19731	23770	12782	14022	13658	12098
Gm17746	0	0	0	0	0	0	1	1	0	0	1	0
Gm29687	0	0	0	0	0	0	0	0	0	0	0	0
4930480M12Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rnf144a	0	0	0	0	0	0	0	0	0	0	0	0
4930549C15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mir6538	0	0	0	0	0	0	0	0	0	0	0	0
Rsad2	16	7	55	16	49	37	3	2	14	12	95	67
Cmpk2	37	22	40	14	25	43	7	5	10	11	57	59
Gm20187	0	0	0	0	0	0	1	0	0	0	0	0
Gm9866	0	0	0	0	0	0	0	0	0	0	0	0
Sox11	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2c	0	0	0	0	0	0	0	0	0	0	0	0
Allc	0	0	0	0	0	0	0	0	0	0	0	0
Colec11	0	4	0	0	0	0	2	3	1	2	3	3
Rps7	20551	19416	17191	19294	14609	17696	11741	16134	15948	16290	16148	12989
Rnaseh1	404	437	242	282	291	325	405	476	385	354	493	450
Adi1	579	629	245	410	160	114	357	431	242	280	81	53
Mir6937	0	0	0	0	0	0	0	0	0	0	0	0
Trappc12	935	1141	421	575	754	812	943	1306	575	747	982	841
Tssc1	816	748	557	666	651	639	698	811	714	728	690	556
Myt1l	0	0	0	0	0	0	0	0	0	0	0	0
C630031E19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pxdn	0	0	0	0	0	0	0	0	0	0	0	0
Tpo	0	0	0	0	0	0	0	0	0	0	0	0
Sntg2	0	0	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tmem18	560	760	382	464	519	549	811	876	523	451	689	504
Fam150b	0	0	0	1	0	0	0	0	0	0	0	0
Acp1	2749	2728	2334	2551	2594	2110	1754	2154	1972	1736	2202	1471
Sh3yl1	7	5	6	3	4	5	3	4	5	5	5	3
Fam110c	0	0	0	0	0	0	0	0	1	0	0	0
6030469F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Lamb1	1	1	1	0	0	1	1	3	4	1	4	1
Dld	2956	3128	2181	2443	2913	2400	2404	2760	2357	2667	2651	1877
Slc26a3	0	0	0	0	0	0	0	0	0	0	0	0
Cbll1	969	1020	793	850	930	763	883	1036	1025	960	1093	726
Slc26a4	0	6	2	2	0	3	5	3	2	0	0	2
Bcap29	1870	2246	1423	1824	1406	1074	2145	2441	2122	2214	1883	1387
Dus4l	127	198	97	126	191	140	149	167	192	150	263	232
Cog5	639	791	430	649	342	330	590	917	561	712	552	432
Gpr22	0	1	0	1	1	1	0	2	1	1	3	0
Hbp1	1195	1211	590	656	792	621	1134	1341	928	903	943	666
Prkar2b	909	935	408	584	248	200	1362	1633	536	712	417	304
Pik3cg	2072	2001	1929	1637	2068	2053	2541	3360	2372	2033	2357	2357
Ccdc71l	629	631	356	382	622	565	898	1058	828	664	715	696
Nampt	10267	10938	6204	6882	9693	8479	9057	10979	9543	8710	18618	13484
Gdap10	101	197	163	178	186	170	186	193	279	238	342	261
4933406C10Rik	0	0	3	1	0	0	0	1	1	1	0	0
Sypl	1507	1552	1144	1359	814	560	1510	1599	1564	1520	815	697
Cdhr3	0	0	0	0	0	0	0	0	1	0	0	0
F730043M19Rik	27	50	14	27	24	25	31	39	36	44	21	25
Atxn7l1	440	469	238	316	299	300	398	415	291	299	456	318
Atxn7l1os2	1	5	0	3	3	3	1	1	0	1	4	0
Efcab10	0	0	0	0	0	0	0	0	0	0	0	0
Twistnb	1360	1498	1185	1314	1484	1057	1340	1599	1465	1630	1839	1134
Ferd3l	0	0	0	0	0	0	0	0	0	0	1	0
Twist1	0	0	0	0	0	0	0	0	1	1	0	1
Hdac9	2544	3195	1423	2378	824	529	2353	3132	1920	2365	917	758
Prps1l1	1	1	0	0	2	0	1	2	4	1	7	2
Snx13	1370	1616	1368	1362	1858	1390	2014	2276	2678	2339	3000	2300
Ahr	596	593	1512	2359	439	547	610	767	1945	2229	589	530
9130015A21Rik	0	0	18	15	5	10	0	0	11	12	11	2
Agr3	0	0	0	0	0	0	0	0	0	0	0	0
Agr2	0	0	0	0	0	1	1	0	0	0	0	0
Tspan13	817	746	479	568	372	333	753	965	535	562	66	79
Gm5434	8	7	11	12	15	20	6	7	13	9	6	6
Bzw2	1636	1906	1158	1661	1082	1126	994	1209	984	1042	936	840
Ankmy2	703	825	213	336	374	302	563	784	170	241	236	206
Lrrc72	0	0	0	0	0	0	0	0	0	0	0	0
Sostdc1	0	0	0	0	0	0	0	0	0	0	0	0
Ispd	145	157	103	114	82	80	111	142	65	92	92	91
Mir3472	0	0	0	0	0	0	0	0	0	0	0	0
Mir5099	0	0	0	0	0	0	0	0	0	0	0	0
Meox2	0	0	0	0	0	0	0	0	0	0	0	0
Agmo	9	4	4	4	3	2	12	30	10	28	4	2
Dgkb	0	0	0	0	0	0	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Etv1	0	2	0	0	0	0	6	11	6	6	0	3
Arl4a	253	384	100	157	58	85	429	535	287	253	292	207
Scin	30	16	155	168	91	71	327	333	714	700	169	164
Lsmem1	1	0	0	1	1	0	1	0	0	3	0	2
Ifrd1	2320	2977	3524	7151	2292	2015	2333	2556	4203	6053	2606	2014
Mir1938	0	2	3	3	1	3	0	0	4	2	1	0
Gm7008	6	7	2	4	5	6	10	10	3	5	9	6
Zfp277	855	919	546	612	638	607	788	971	767	684	926	637
Dock4	1723	1891	1192	1293	1818	1916	1571	2022	1223	1533	2043	2144
Immp2l	41	39	43	52	24	20	62	60	61	60	36	26
Lrrn3	0	0	0	0	0	0	1	0	0	0	0	1
Dnajb9	520	540	271	359	354	246	615	771	505	562	343	251
Mir5627	0	0	0	0	0	0	0	0	0	0	0	0
Gm2027	9	10	6	9	0	2	5	3	7	5	7	4
Pnpla8	809	791	521	756	683	517	904	1068	1029	1273	817	636
Nrcam	0	0	0	0	0	0	0	1	0	0	0	0
Stxbp6	1	3	0	4	1	0	0	2	0	1	0	0
Nova1	0	0	0	0	0	0	0	0	0	0	1	0
Mir5125	0	0	0	0	0	0	0	0	0	0	0	0
Foxg1	0	0	0	0	0	0	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Prkd1	0	0	0	0	0	0	0	0	0	0	0	0
1700008C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
G2e3	1279	1898	861	878	1182	835	1946	2099	1266	1126	1208	830
Scfd1	1573	1803	1174	1495	1442	1238	1595	2045	1557	1690	1777	1326
Coch	1	8	12	11	29	19	0	3	6	8	32	24
Strn3	1672	2018	1230	1487	1762	1323	1869	2042	1575	1364	1973	1427
Ap4s1	244	262	171	249	187	185	360	422	356	339	277	209
Hectd1	5933	6662	4434	4991	5434	5551	5186	6828	5752	5707	5879	5073
Heatr5a	2846	2927	1026	1225	1125	1176	3330	4381	1622	2077	1740	1418
Dtd2	203	181	86	98	150	174	150	186	73	66	233	204
Gpr33	171	104	214	65	29	22	180	253	447	207	380	253
Nubpl	129	132	88	127	39	31	120	146	103	164	61	62
Arhgap5	3943	4491	2246	2258	1486	1246	4172	5333	3061	2963	2805	1968
1700031P21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Akap6	0	0	0	0	0	0	0	0	0	0	0	0
Npas3	0	0	0	0	0	0	5	4	2	2	0	0
Egln3	0	0	0	0	0	0	0	0	0	0	0	0
1700104L18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm7550	0	0	0	0	0	0	0	0	0	0	0	0
Sptssa	1434	1680	779	1127	549	422	1851	2056	1227	1407	684	500
Mir1892	0	0	0	0	0	0	0	0	0	0	0	0
Eapp	470	530	325	373	566	566	467	614	430	439	641	608
Snx6	2257	2525	1513	2001	1890	1675	2301	2818	2040	2248	2702	1935
Cfl2	282	475	181	348	429	302	517	564	359	385	472	309
Baz1a	7294	7894	5809	8187	12201	10682	8231	9782	9263	11318	9419	7139
2700097O09Rik	88	150	72	103	229	188	109	162	83	116	128	99
Srp54a	110	109	110	149	89	145	80	93	95	110	74	125
1700047I17Rik2	0	0	0	0	0	0	0	0	0	0	0	0
Fam177a	0	0	0	0	0	0	0	0	0	0	0	0
Srp54b	359	486	210	174	122	61	402	309	223	177	438	64
Srp54c	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r3c	981	995	702	803	1201	953	1132	1245	1082	1000	1676	1199
1110008L16Rik	374	348	194	142	504	457	276	369	242	177	714	503
Mir1198	0	0	0	1	1	0	0	0	0	0	2	0
Psma6	5863	5021	5897	5507	14250	11948	5198	6011	7784	6985	17093	12036
Nfkbia	2984	1889	15284	14652	17225	19893	3230	3842	21432	25803	11229	11794
Aldoart2	0	0	0	0	0	1	0	0	0	0	1	0
Insm2	2	1	0	0	2	2	0	0	1	0	0	0
Ralgapa1	2225	2964	1386	2180	1884	1603	2590	3070	2001	2212	2269	1831
Brms1l	452	652	322	421	524	457	575	628	448	387	527	462
Gm19990	0	0	0	0	0	0	1	0	0	0	0	0
Mbip	368	450	193	258	252	219	348	406	278	242	271	211
E030019B13Rik	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-1	0	0	0	0	0	0	0	0	0	0	0	0
C87198	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-9	0	0	0	0	0	0	0	0	0	0	0	0
Pax9	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a21	0	0	0	0	0	0	0	0	0	0	0	0
Prps1l3	2216	2544	1799	2087	2408	1987	2301	2829	2295	2425	2661	2115
Mipol1	28	45	21	35	28	15	31	32	28	32	39	30
Foxa1	0	0	4	1	0	0	0	0	0	4	1	0
4921506M07Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921518K17Rik	0	0	0	0	0	0	0	0	0	0	0	0
BC042761	0	0	0	0	0	0	0	0	0	0	0	0
Sstr1	0	0	0	0	0	0	0	0	0	0	0	0
Clec14a	0	0	0	0	0	0	0	0	0	0	0	0
Sec23a	991	1086	571	609	835	705	936	1252	623	600	869	606
Gemin2	360	396	280	301	346	373	259	338	248	227	349	272
Trappc6b	725	805	514	623	824	733	907	929	680	648	880	719
Pnn	3905	5348	3082	4166	4370	4193	3740	4262	3481	3342	4374	3182
Mia2	0	0	0	0	0	0	0	0	0	0	0	0
Ctage5	4496	5536	2333	3546	2365	2139	5283	6264	3523	4167	4359	3039
Fbxo33	957	982	519	730	797	635	981	1100	527	610	1016	727
Gm20063	0	0	0	0	0	0	0	0	0	0	0	0
Lrfn5	0	0	0	0	0	0	0	0	0	0	1	1
Spanxn4	0	0	0	0	0	0	0	0	0	0	0	0
Fscb	0	0	0	0	0	0	0	0	0	0	0	0
Gm527	31	15	25	24	16	20	19	32	30	25	14	10
Klhl28	317	408	213	258	301	235	415	523	265	320	325	225
Fam179b	1075	1242	770	866	895	770	1015	1234	876	838	943	665
Prpf39	746	1336	585	1205	1377	981	1285	1453	1045	1151	1562	950
Fkbp3	804	1105	584	906	573	533	784	940	810	805	542	451
Fancm	766	995	590	718	680	690	592	788	599	539	524	482
Mis18bp1	1143	1615	731	861	1149	948	1528	1609	1033	1005	1050	720
Wdr20rt	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10l	0	0	0	0	0	0	1	0	0	0	0	0
Mdga2	0	0	0	0	0	0	0	0	0	0	0	0
Gm17821	0	0	0	0	0	0	0	0	0	0	0	0
Rps29	10571	10635	8763	10690	6815	12181	7001	8923	7801	9112	8212	8734
Lrr1	203	275	91	185	121	163	216	284	129	189	146	138
Rpl36al	4463	4052	3543	3715	3108	3361	3391	4117	4055	4258	3860	3224
Mgat2	4370	4158	2550	2664	3153	3304	3216	3690	2394	2486	2682	2425
Dnaaf2	586	625	305	355	385	371	483	672	380	472	398	362
9330151L19Rik	33	91	26	35	56	38	68	74	42	39	51	27
Pole2	476	793	181	360	267	252	524	619	238	312	230	227
Klhdc1	25	44	20	11	34	25	39	43	18	13	36	35
Klhdc2	956	1088	685	805	652	607	839	898	677	690	623	480
Nemf	1628	2004	1524	1856	2049	1608	1531	1912	2150	2293	2178	1581
Arf6	6503	6150	8496	9205	6119	6424	7520	8593	13037	14125	8440	7985
5830428M24Rik	25	83	48	50	51	22	34	43	26	41	26	23
Vcpkmt	245	237	208	270	239	185	302	303	322	315	301	215
Sos2	1183	1218	722	601	559	411	1063	1167	698	564	456	366
L2hgdh	300	427	224	232	200	214	255	351	228	219	268	233
Atp5s	49	69	30	35	63	42	79	91	65	62	73	55
Cdkl1	0	0	0	0	0	1	2	3	2	1	0	0
Mir681	0	0	0	0	0	0	0	0	0	0	0	0
4930512B01Rik	1	3	0	1	2	2	5	6	1	5	2	1
Map4k5	774	899	590	529	478	383	984	1161	712	537	685	507
4931403G20Rik	3	1	0	2	0	1	6	5	2	1	3	1
Atl1	7	12	5	11	9	6	18	24	19	29	15	10
Gm3086	0	3	3	3	3	4	3	2	9	7	8	2
Sav1	1343	1344	1149	1325	1038	983	1224	1334	1666	1649	1206	981
Nin	925	1266	807	740	349	440	1690	2099	1421	1043	643	650
Abhd12b	0	0	0	0	0	0	0	0	0	0	0	0
Pygl	2	4	2	1	0	0	0	0	0	0	0	1
F730035M05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Trim9	0	0	0	0	0	0	0	0	0	0	0	0
Mir466o	0	0	0	0	0	0	0	0	0	0	0	0
Tmx1	2395	2678	1716	2090	1932	1615	3323	3613	2924	2817	2333	1705
Frmd6	330	297	352	384	106	126	218	247	330	314	141	144
Actr10	1983	1983	1622	1801	1696	1495	1705	2001	1875	1846	1894	1313
Psma3	4851	4641	4300	4792	5570	4688	4116	4560	5163	4891	6349	4730
3110056K07Rik	61	89	72	97	119	91	97	101	96	94	133	87
Arid4a	3152	3758	2410	2628	2750	2277	3983	4984	3386	3063	4067	3147
Tomm20l	0	1	0	1	1	0	1	0	0	2	0	2
Timm9	370	454	300	351	355	388	395	399	387	367	477	333
2700049A03Rik	491	549	159	191	346	351	445	496	170	224	366	237
Dact1	2	2	1	4	2	2	2	0	2	5	2	3
4930404H11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Daam1	299	334	290	261	429	355	154	180	219	192	248	187
Gpr135	2	3	0	0	0	0	3	10	3	0	1	2
L3hypdh	0	0	0	0	3	0	5	2	1	1	0	1
Jkamp	248	288	163	147	185	163	350	420	208	186	256	214
Ccdc175	1	3	0	0	1	0	28	29	14	12	10	10
Rtn1	6700	6266	3491	4166	2727	3217	8575	11429	6483	7804	7727	8086
Lrrc9	1	0	0	0	0	0	0	0	0	0	1	0
Pcnxl4	252	291	168	178	256	218	144	172	105	117	209	150
Dhrs7	174	159	116	137	35	31	144	176	127	150	22	16
Ppm1a	1457	1501	1112	1359	1021	912	1160	1410	1459	1473	998	783
4930447C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
Six6	0	0	0	0	0	0	0	0	0	0	0	0
Six1	19	10	13	12	14	11	0	2	1	4	4	0
Six4	0	0	0	0	0	0	0	0	1	0	0	0
Mnat1	588	638	371	507	461	394	377	493	322	385	402	295
Trmt5	353	385	231	291	352	361	348	417	358	351	448	372
Slc38a6	48	54	18	44	44	41	58	77	37	40	64	36
D830013O20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tmem30b	0	0	0	0	0	0	0	0	0	0	0	0
2210039B01Rik	0	0	0	0	0	0	0	0	0	0	0	0
Prkch	101	78	53	44	14	35	228	343	333	257	104	93
Hif1a	10324	10513	6517	7745	4531	3668	11519	13848	8765	9858	9428	6792
Snapc1	685	808	319	451	448	387	777	937	360	431	729	558
Syt16	0	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Dbpht2	0	0	0	0	0	0	0	0	0	0	1	0
Kcnh5	0	0	0	0	0	0	0	0	0	0	0	0
Rhoj	0	0	0	0	0	0	0	0	0	0	0	0
Gphb5	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r5e	1891	1937	1038	969	1568	1354	1990	2081	1482	1150	1836	1349
Wdr89	185	203	160	115	198	205	239	290	218	203	368	309
Rplp2-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp1	1513	1783	277	306	339	312	2779	3354	564	559	1182	813
Syne2	1699	2372	1585	2089	524	708	1809	2597	1861	2209	606	582
Mir5101	0	0	0	0	0	0	0	0	0	0	0	0
Esr2	0	0	0	1	0	0	0	0	0	0	0	0
Tex21	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd1	3591	3930	2112	3015	2251	2546	2075	2723	1720	2042	2435	2146
Akap5	3	16	3	8	5	8	38	28	5	4	11	4
Zbtb25	203	250	101	143	136	153	246	277	125	150	200	178
Zbtb1	1059	1246	511	899	737	632	1064	1202	535	618	873	716
Hspa2	85	68	53	45	116	110	123	113	93	123	187	210
Ppp1r36	0	0	0	0	0	1	0	0	0	1	1	0
Gm10451	120	159	109	123	159	121	3	4	1	2	6	4
Mir5135	2	2	2	1	0	0	2	0	0	2	1	1
Plekhg3	1505	1495	592	661	171	214	1428	1578	701	653	401	333
AI463170	0	1	0	0	0	0	1	0	0	2	0	0
Sptb	24	23	26	8	22	35	90	133	96	113	101	129
Churc1	705	613	526	572	431	415	837	990	834	879	709	568
Gpx2	0	0	0	0	0	0	0	0	0	0	0	0
Rab15	0	0	0	0	0	0	0	1	0	1	0	0
Fntb	267	259	229	223	207	272	244	316	268	238	285	301
Max	2514	2304	2078	1779	2147	2343	2563	3210	3444	3066	4732	4038
Fut8	891	974	371	580	933	787	1071	1310	786	806	2187	1703
Gphn	850	1096	519	761	1002	1032	716	862	559	703	1224	1048
Fam71d	0	0	0	0	1	0	1	0	0	0	0	1
Mpp5	628	767	867	1216	802	630	474	528	1016	1486	647	453
Atp6v1d	1433	1277	1051	1021	1491	1383	1599	1866	1323	1312	2569	1953
Eif2s1	6585	7185	5588	6715	8108	6348	5677	6606	6610	6636	9525	6170
Plek2	2	1	5	9	2	1	3	5	14	10	5	6
Tmem229b	5579	5290	1466	1468	764	936	5390	6717	1891	1882	4214	3446
Plekhh1	9	13	4	3	8	1	10	6	4	3	4	3
Pigh	135	168	100	89	127	103	147	158	95	102	166	90
9230116L04Rik	2	0	1	2	0	0	3	1	1	2	2	2
Arg2	1	2	1	4	3	1	2	1	3	1	4	2
Vti1b	1270	1356	928	1119	881	971	1093	1380	984	1146	990	933
Rdh11	1310	1046	1290	1261	1984	1418	1039	1208	1466	1445	1106	998
Rdh12	26	14	4	12	21	10	17	18	9	6	11	12
Zfyve26	2297	2089	1443	1284	2535	3083	1813	2324	1300	1297	3195	2942
Rad51b	77	104	50	83	76	59	65	81	64	76	38	32
9430078K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36l1	1826	1831	8881	7502	5753	7532	2504	3066	10210	10217	11080	11832
2310015A10Rik	32	80	59	72	94	66	93	120	127	159	143	120
Actn1	13753	14857	11346	14282	10586	12597	13155	16105	14052	15572	7976	7329
Dcaf5	1924	1788	1015	790	1230	1234	1685	2103	917	670	1962	1565
Mir1843a	0	0	0	0	0	0	0	0	0	0	0	0
Scarna3b	2	0	1	1	0	1	1	0	0	0	0	0
Exd2	448	619	346	440	428	417	617	745	597	567	603	460
2310002D06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Galnt16	0	1	0	0	0	1	0	1	0	0	0	1
Erh	3349	3195	3095	3543	3227	3205	2426	3048	3204	3320	3497	2787
Slc39a9	1548	1560	919	1013	1366	1318	1420	1613	1265	1264	1614	1171
Plekhd1os	0	0	0	0	0	0	0	0	0	1	0	0
Plekhd1	0	0	0	0	0	0	2	5	4	5	2	3
Ccdc177	7	4	1	2	3	3	8	15	4	1	1	6
Susd6	2741	2555	2394	1793	7679	7047	2449	3125	2519	2134	3477	2959
1700052I22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm20337	12	7	10	4	15	22	9	23	6	15	23	10
Srsf5	3885	7416	3471	6548	4564	4620	4778	5834	5316	6178	4343	3680
Slc10a1	3	8	8	4	18	1	4	7	6	7	9	4
Smoc1	0	0	0	0	0	0	0	0	0	0	0	0
Mir3067	0	0	0	0	0	0	0	0	0	0	0	0
Slc8a3	0	1	0	0	0	0	6	5	3	3	5	3
Cox16	210	184	145	199	142	129	168	260	210	234	186	151
Synj2bp-cox16	4	11	4	10	16	5	7	5	4	2	13	5
Gm4787	2	6	1	3	9	7	3	5	3	5	11	6
Adam4	4	12	3	3	15	9	18	10	3	10	12	12
Synj2bp	508	646	366	443	480	404	384	473	331	285	509	343
Adam21	1	1	0	5	7	5	0	1	1	2	2	0
Med6	429	536	360	417	449	434	391	498	475	433	490	367
Ttc9	10	10	1	2	0	4	5	6	2	1	0	0
Map3k9	305	448	47	55	33	45	76	138	12	12	9	13
Pcnx	836	852	978	881	596	596	554	682	976	741	543	477
Sipa1l1	2577	2475	2905	2060	5919	5814	2188	2750	2335	2202	5611	5114
Rgs6	0	0	0	0	0	0	0	0	1	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Dpf3	39	59	32	29	11	43	19	25	20	19	35	19
Dcaf4	302	353	111	167	180	154	216	243	65	86	111	105
Zfyve1	417	450	327	257	521	588	534	648	425	413	585	522
Rbm25	4954	6069	4093	5679	4907	4523	5881	6674	7207	7441	6297	4811
Psen1	3734	3632	1818	2255	2341	2318	3030	3646	2114	2460	2101	1784
Papln	0	0	0	0	0	0	0	0	0	1	0	0
Numb	1273	981	1102	766	710	668	1141	1340	1394	1143	809	732
2410016O06Rik	1050	990	659	777	508	723	809	1011	598	626	741	900
Acot2	214	226	50	55	72	83	161	213	36	41	100	89
Acot1	9	7	1	3	0	0	32	56	11	10	3	3
Acot4	49	66	19	10	18	15	55	61	11	13	36	23
Acot3	0	0	0	0	0	0	0	1	0	0	0	0
Acot5	0	1	0	0	0	0	5	1	1	0	1	0
Acot6	246	263	54	49	80	116	466	580	110	78	541	446
Dnal1	780	1124	264	299	319	386	1473	2002	401	363	1455	1094
Pnma1	94	80	23	17	50	55	158	201	48	29	195	175
Elmsan1	2515	2918	1041	1167	1318	1297	2193	2765	1285	1429	1158	1011
Ptgr2	554	662	285	323	451	407	502	604	282	319	613	440
Zfp410	841	945	762	953	823	847	883	1046	1065	1124	977	780
Fam161b	18	37	14	18	41	25	31	31	31	11	37	38
Coq6	500	520	367	496	357	411	395	500	382	419	464	371
Entpd5	1749	1699	989	1282	503	491	1515	1903	853	1124	567	463
Ccdc176	12	14	6	17	13	4	9	20	11	9	5	4
Rnf113a2	503	453	364	382	579	513	660	903	658	694	971	791
